用户ID;消费金额;首页;商品分类;商品介绍;特卖页面;搜索功能;购物车;其他;合计
U00056350;1300;21;7;73;0;2;5;1;109
U00056415;1350;10;6;24;1;3;4;0;48
U00056626;10570;3;4;8;0;0;1;0;16
U00056774;4780;5;5;8;3;1;1;2;25
U00056934;6370;9;5;14;1;2;3;1;35
U00057005;3380;4;4;9;1;1;1;0;20
U00057057;6450;6;1;20;0;6;3;1;37
U00057078;2760;6;1;7;2;1;0;1;18
U00057163;6140;9;7;19;1;1;3;1;41
U00057189;32310;9;5;40;1;2;3;0;60
U00057233;1060;5;4;8;1;1;1;0;20
U00057475;1590;20;5;67;3;1;3;0;99
U00057562;1250;6;4;11;1;1;2;0;25
U00057572;3440;4;5;12;1;1;2;0;25
U00057613;950;4;2;6;3;1;0;1;17
U00057711;1710;4;2;5;3;1;0;0;15
U00057759;1820;5;0;24;0;6;4;1;40
U00057768;3540;10;0;35;1;11;7;1;65
U00057797;10240;3;3;9;1;0;1;0;17
U00057844;41260;8;0;26;1;7;4;0;46
U00057977;1520;5;2;5;2;0;0;0;14
U00058015;7630;6;7;15;2;1;3;0;34
U00058200;4060;3;4;8;1;1;1;0;18
U00058338;1330;7;6;10;0;1;2;0;26
U00058542;8950;13;2;37;1;10;6;2;71
U00058646;1540;5;3;7;1;1;2;0;19
U00058680;940;4;4;8;1;0;1;1;19
U00058730;19720;5;6;10;1;2;2;0;26
U00058776;4050;7;12;17;1;1;3;0;41
U00058943;4890;5;6;11;0;0;2;0;24
U00058948;1910;4;5;7;3;1;0;0;20
U00059087;1010;4;3;7;2;0;0;1;17
U00059697;2170;4;3;6;2;1;1;1;18
U00059779;1010;7;1;22;1;7;5;1;44
U00060058;1920;7;5;12;4;0;1;0;29
U00060103;1280;10;5;37;0;1;2;0;55
U00060148;7690;6;6;12;1;1;2;0;28
U00060174;2610;2;3;8;1;0;1;0;15
U00060458;10500;8;0;44;1;12;8;2;75
U00060612;1750;6;0;25;0;7;3;0;41
U00060757;19410;15;10;57;0;0;4;0;86
U00060783;1040;5;0;19;0;6;4;0;34
U00060787;2540;3;0;17;0;5;3;0;28
U00060805;4960;4;1;5;1;0;0;0;11
U00060900;7800;3;2;5;2;1;0;1;14
U00060955;5380;6;6;12;1;0;3;1;29
U00061129;2030;6;8;13;1;2;3;1;34
U00061367;4620;4;4;9;1;0;2;0;20
U00061479;2400;5;0;21;1;6;5;2;40
U00061492;1200;5;5;9;1;1;1;0;22
U00061720;1020;4;4;9;1;1;2;0;21
U00061743;1000;10;6;22;2;2;3;2;47
U00061817;1300;4;3;6;2;1;0;0;16
U00061850;2350;5;2;6;3;0;1;0;17
U00061950;2850;8;1;27;1;9;5;1;52
U00062005;13620;8;2;31;0;9;6;1;57
U00062050;2330;4;4;9;1;1;1;0;20
U00062169;4700;3;4;9;1;1;2;0;20
U00062267;2100;11;0;38;1;12;7;0;69
U00062284;2810;13;7;64;0;4;4;0;92
U00062414;4380;8;2;30;0;8;5;1;54
U00062419;3270;5;2;8;2;0;0;0;17
U00062447;5080;10;9;24;2;2;3;0;50
U00062455;1790;8;3;10;3;0;0;1;25
U00062549;6140;5;2;24;2;8;5;0;46
U00062583;25790;5;6;12;1;1;3;0;28
U00063095;1000;5;8;20;1;1;3;0;38
U00063226;2730;4;3;9;1;1;1;0;19
U00063290;1040;6;3;9;2;1;0;0;21
U00063381;2220;4;6;14;1;1;2;0;28
U00063843;1950;4;4;7;2;0;1;0;18
U00063901;2190;18;8;88;2;2;7;1;126
U00063984;12650;4;4;8;1;0;1;0;18
U00064005;1220;5;6;12;1;2;2;0;28
U00064058;1590;4;0;25;0;8;5;1;43
U00064076;1370;5;2;8;3;1;0;0;19
U00064097;2960;4;4;8;1;0;1;0;18
U00064111;5820;6;6;13;1;1;3;1;31
U00064115;4410;3;2;6;1;1;1;0;14
U00064236;2370;7;6;13;1;1;1;0;29
U00064295;1960;4;5;11;1;0;1;0;22
U00064448;37620;9;0;28;0;7;5;2;51
U00064624;3130;10;5;39;1;1;3;2;61
U00064689;910;7;9;20;1;1;3;0;41
U00064855;8060;9;1;45;0;14;10;3;82
U00064887;4240;8;1;35;2;11;7;2;66
U00064906;2990;6;7;14;2;2;4;1;36
U00064960;3830;5;6;10;0;1;1;1;24
U00065080;3930;4;4;11;0;1;2;1;23
U00065083;8530;4;3;7;1;0;1;0;16
U00065154;1280;9;6;40;0;1;2;1;59
U00065160;1190;23;15;104;2;4;8;0;156
U00065195;3500;4;1;5;2;0;1;1;14
U00065233;1080;4;0;21;1;7;4;1;38
U00065283;82540;7;0;35;1;11;6;2;62
U00065373;2610;6;9;16;1;0;3;0;35
U00065446;1510;4;3;7;2;0;0;0;16
U00065458;3540;6;8;13;1;1;2;0;31
U00065529;2580;4;1;22;1;7;4;1;40
U00065546;2760;6;6;11;1;1;2;0;27
U00065689;3650;8;5;36;1;1;2;0;53
U00065752;2590;9;9;20;1;2;3;1;45
U00065796;4910;5;4;9;0;1;2;0;21
U00065806;6510;4;4;8;1;1;1;1;20
U00065833;3600;4;5;9;0;1;1;0;20
U00065883;1810;7;0;27;0;9;6;1;50
U00065910;1330;5;3;5;2;0;1;0;16
U00065920;1190;8;3;9;4;1;0;0;25
U00065966;22110;10;3;33;1;12;5;2;66
U00065986;11170;4;3;9;1;0;1;0;18
U00066095;1260;5;7;13;2;1;1;0;29
U00066379;1500;4;3;7;0;1;1;0;16
U00066540;7840;6;1;20;0;6;4;1;38
U00066578;1910;5;3;33;0;2;2;1;46
U00066592;2750;7;6;41;0;2;2;1;59
U00066741;25130;7;4;33;1;1;3;1;50
U00066788;940;17;8;67;3;3;6;1;105
U00066876;10870;11;9;21;1;2;2;1;47
U00067057;1060;4;6;11;1;1;2;0;25
U00067059;11130;4;1;19;0;6;4;1;35
U00067462;30630;8;6;17;2;0;2;0;35
U00067499;1960;5;0;8;3;0;0;0;16
U00067626;1820;12;2;49;1;18;8;2;92
U00067784;21040;4;3;7;1;1;1;0;17
U00067832;15390;5;2;22;0;6;5;1;41
U00067874;1450;3;2;5;2;0;1;0;13
U00067892;1310;6;2;25;0;8;5;0;46
U00067936;1980;7;6;13;2;1;3;0;32
U00068142;1280;7;4;11;1;0;2;1;26
U00068168;1310;11;2;33;1;9;8;0;64
U00068289;1380;5;2;10;3;0;0;0;20
U00068479;16560;6;1;19;1;7;4;0;38
U00068597;2150;3;3;6;1;0;1;0;14
U00068840;1550;3;5;8;1;1;1;0;19
U00068845;17310;8;1;34;1;10;8;1;63
U00068899;1060;3;2;6;2;0;0;0;13
U00068986;6490;16;12;80;1;4;4;1;118
U00069034;4500;5;4;10;1;0;2;0;22
U00069134;10280;7;6;11;5;1;2;0;32
U00069381;2790;5;1;20;0;6;3;1;36
U00069478;7150;17;12;85;0;4;5;3;126
U00069639;15840;4;2;16;0;5;3;1;31
U00069725;3600;4;6;15;2;1;1;0;29
U00069822;6120;4;3;9;0;1;1;1;19
U00070173;3090;4;1;7;2;0;0;0;14
U00070327;1320;11;8;50;3;1;3;0;76
U00070539;5480;4;4;10;1;1;1;0;21
U00070795;30510;13;3;43;1;13;8;1;82
U00070846;1020;6;1;7;4;0;1;0;19
U00070896;9030;10;1;31;2;11;7;0;62
U00071010;18400;6;0;18;0;5;4;1;34
U00071142;5010;5;2;7;3;0;1;0;18
U00071214;1070;3;2;5;2;1;0;0;13
U00071274;1190;7;3;8;3;1;0;1;23
U00071592;9120;2;4;8;0;1;1;0;16
U00071645;940;7;0;23;1;7;5;0;43
U00072214;14690;3;2;5;2;0;0;0;12
U00072445;13450;11;8;63;0;1;5;1;89
U00072483;12580;3;4;7;0;0;2;1;17
U00072485;21790;8;2;29;0;9;6;1;55
U00072495;4690;8;1;9;3;1;1;1;24
U00072647;1120;4;2;4;2;1;1;0;14
U00072846;1100;6;7;12;0;2;1;1;29
U00073091;3420;3;1;5;2;0;1;0;12
U00073092;28660;6;7;16;1;1;2;2;35
U00073183;4950;6;5;10;2;1;2;0;26
U00073218;7230;6;3;11;1;1;2;0;24
U00073261;9680;15;7;60;2;1;5;0;90
U00073462;1020;3;1;17;0;5;3;1;30
U00073631;1270;6;4;7;3;1;0;0;21
U00073727;1710;7;4;9;3;1;0;0;24
U00073828;2020;7;6;17;2;2;2;0;36
U00073843;9180;12;9;42;1;1;3;1;69
U00074016;3570;8;2;6;2;0;0;0;18
U00074044;1020;2;4;7;0;1;1;0;15
U00074183;37780;5;0;27;0;10;7;2;51
U00074244;1180;7;8;20;2;1;2;0;40
U00074247;2720;4;4;9;1;1;1;0;20
U00074359;23300;6;1;19;0;5;4;1;36
U00074369;3150;19;7;81;1;5;3;2;118
U00074441;23500;4;4;9;3;0;1;0;21
U00074483;22870;5;3;9;3;1;1;1;23
U00074520;1710;4;4;7;3;0;0;1;19
U00074613;1110;3;1;5;2;0;0;0;11
U00074719;2500;4;2;6;3;0;0;0;15
U00074733;1400;7;6;13;1;0;2;0;29
U00074899;15330;4;3;8;1;1;1;0;18
U00074955;1980;6;6;12;1;1;2;1;29
U00075012;1150;10;10;24;2;1;3;2;52
U00075082;1150;4;2;7;2;0;0;1;16
U00075119;1170;14;5;20;6;0;1;2;48
U00075298;13380;8;3;27;0;9;6;2;55
U00075337;6590;14;9;49;2;1;5;0;80
U00075344;1910;5;0;19;1;7;5;1;38
U00075367;1890;9;2;39;2;12;6;0;70
U00075609;1030;9;0;12;4;2;1;1;29
U00075614;22580;6;4;11;1;1;1;0;24
U00075921;3970;17;7;51;1;2;4;1;83
U00075927;7550;7;5;11;1;1;2;0;27
U00076026;1580;4;1;7;2;1;0;0;15
U00076028;7080;5;1;17;0;5;4;0;32
U00076072;6860;8;0;35;1;9;6;0;59
U00076145;2560;8;2;10;4;0;1;0;25
U00076195;1170;4;1;5;2;0;0;0;12
U00076321;5340;10;8;19;2;2;4;0;45
U00076412;1130;4;2;6;2;0;0;0;14
U00076520;26040;7;0;32;1;9;7;0;56
U00076617;3070;6;8;14;1;1;2;0;32
U00076700;1910;9;5;38;0;2;3;0;57
U00076826;5530;11;1;36;0;11;7;0;66
U00076856;6110;8;7;47;1;2;2;1;68
U00076924;6480;11;12;20;2;1;4;0;50
U00077089;2330;7;13;21;1;2;4;0;48
U00077173;5410;8;4;9;3;0;0;1;25
U00077185;1160;9;11;16;3;2;3;0;44
U00077206;3970;7;6;10;1;1;1;0;26
U00077455;3760;9;6;35;1;1;2;0;54
U00077496;1600;9;10;20;1;3;4;0;47
U00077678;1470;7;2;10;5;1;1;0;26
U00077683;1050;4;0;5;2;0;0;0;11
U00077799;2010;6;4;9;1;1;1;0;22
U00077842;1520;4;1;7;2;0;1;0;15
U00078239;2390;5;6;10;1;0;1;0;23
U00078349;1360;3;4;10;1;1;2;0;21
U00078473;1070;8;3;10;3;1;0;1;26
U00078489;1780;4;3;5;2;0;1;0;15
U00078548;2970;6;7;14;2;1;3;1;34
U00078572;4260;5;6;13;1;1;2;0;28
U00078604;4440;13;7;62;1;0;4;2;89
U00078767;3450;4;2;4;2;0;0;0;12
U00078849;1730;3;1;6;2;0;0;1;13
U00078861;10990;6;4;31;0;1;2;0;44
U00078894;1050;6;5;10;1;1;1;0;24
U00078938;3940;8;6;36;1;1;3;0;55
U00079004;11630;6;5;12;2;0;2;0;27
U00079034;1380;4;1;21;0;7;5;2;40
U00079040;12910;8;7;16;2;1;1;0;35
U00079043;6160;6;5;10;2;1;2;1;27
U00079163;5660;9;5;34;0;9;5;2;64
U00079422;1420;5;3;31;1;1;2;1;44
U00079434;1400;12;6;55;1;4;5;2;85
U00079437;1070;4;2;5;2;0;0;0;13
U00079443;950;7;2;25;2;8;5;2;51
U00079594;1300;6;6;13;1;1;2;0;29
U00079715;4780;4;3;6;3;1;0;1;18
U00079763;1020;11;2;35;0;12;7;2;69
U00079778;960;9;4;11;5;1;0;1;31
U00079804;10230;3;4;10;1;1;1;0;20
U00080026;1450;12;0;38;1;11;7;2;71
U00080238;1240;8;2;34;1;11;5;2;63
U00080476;2030;5;6;10;1;1;2;0;25
U00080702;2160;4;6;15;5;0;0;0;30
U00080719;6890;5;1;7;3;1;0;0;17
U00080732;4170;5;0;20;0;6;5;2;38
U00080973;1690;7;1;30;1;10;6;1;56
U00080979;2820;8;6;39;1;3;2;1;60
U00081016;7430;12;9;24;1;2;5;0;53
U00081050;33360;3;0;23;1;7;3;0;37
U00081309;28060;4;5;10;1;0;1;1;22
U00081352;2980;10;5;33;0;10;6;1;65
U00081544;19530;5;0;18;0;6;4;1;34
U00081577;1190;9;11;21;3;0;3;0;47
U00081594;3720;6;0;20;0;6;3;1;36
U00081617;9010;11;8;46;1;0;2;0;68
U00081643;2960;10;9;46;0;3;2;0;70
U00081650;1640;9;11;23;2;3;2;0;50
U00081737;1520;5;1;18;1;6;4;1;36
U00081807;37130;9;9;20;2;1;2;1;44
U00081840;2650;13;10;54;1;1;2;1;82
U00081939;20650;3;3;9;1;0;2;0;18
U00082125;1250;17;9;85;2;1;7;0;121
U00082163;1160;6;5;14;1;1;2;0;29
U00082433;15770;24;10;83;3;4;5;0;129
U00082444;11370;10;4;11;4;0;1;1;31
U00082522;9310;4;3;8;0;1;1;0;17
U00082533;2180;11;0;29;1;9;7;3;60
U00082545;1000;2;3;7;0;1;1;0;14
U00082592;0;5;2;3;1;0;0;0;11
U00082597;27820;10;10;18;2;2;2;1;45
U00082641;1500;2;3;8;1;1;1;0;16
U00082765;4630;3;3;7;3;0;0;0;16
U00082963;4870;11;8;51;0;3;3;0;76
U00083002;4890;5;5;10;1;0;1;0;22
U00083161;1940;5;3;8;0;1;1;0;18
U00083207;5770;5;5;10;0;1;2;0;23
U00083246;5710;10;5;22;2;3;2;0;44
U00083287;1760;7;3;29;1;9;4;2;55
U00083397;1990;8;6;14;1;1;2;0;32
U00083401;1260;7;7;11;1;1;2;0;29
U00083477;1430;7;6;13;5;1;1;0;33
U00083688;4670;7;7;14;1;1;2;2;34
U00083746;1850;5;4;9;3;0;1;0;22
U00083850;2490;5;0;19;0;7;4;1;36
U00083865;2890;4;1;17;0;6;3;1;32
U00084042;3050;9;7;14;2;1;3;0;36
U00084045;1690;6;0;30;1;7;6;2;52
U00084179;2970;5;1;17;0;6;3;1;33
U00084198;2330;3;2;6;2;0;0;1;14
U00084389;8620;4;1;5;2;0;1;0;13
U00084397;6680;8;8;17;2;2;3;1;41
U00084483;1440;4;2;6;2;0;0;0;14
U00084664;1400;4;5;11;0;0;1;0;21
U00084707;1280;6;7;15;2;2;2;0;34
U00084878;3690;4;7;10;1;1;2;0;25
U00084886;10900;6;1;9;4;0;0;0;20
U00084935;3990;5;4;12;1;1;2;0;25
U00084961;14660;6;0;36;2;10;7;2;63
U00085004;17780;8;6;43;1;1;3;1;63
U00085119;23330;4;3;8;1;1;1;0;18
U00085255;7550;5;2;10;4;0;1;2;24
U00085401;4350;19;11;66;2;2;5;1;106
U00085483;1050;6;3;9;2;0;0;0;20
U00085796;17300;5;2;5;2;1;0;0;15
U00085930;2000;5;5;13;1;1;2;0;27
U00086005;1600;4;2;7;2;0;0;0;15
U00086270;1080;6;6;13;2;1;2;1;31
U00086316;1330;4;1;17;1;4;3;0;30
U00086429;1420;8;7;17;1;2;3;0;38
U00086545;2520;5;4;10;1;2;2;0;24
U00086592;12130;10;8;41;2;3;3;1;68
U00086612;1740;6;3;6;3;1;0;1;20
U00086639;1460;5;5;11;0;1;2;1;25
U00086723;17210;4;5;10;1;0;2;0;22
U00086731;2950;5;2;7;3;1;1;0;19
U00086886;1290;4;5;11;1;1;1;0;23
U00086914;1620;6;3;12;4;0;1;0;26
U00086938;1120;6;2;10;3;1;1;0;23
U00087030;8560;4;2;17;0;5;3;1;32
U00087041;2110;4;2;5;2;0;0;0;13
U00087180;18750;5;3;9;2;0;0;0;19
U00087257;1120;4;0;6;2;0;1;0;13
U00087258;9500;6;2;28;0;8;5;1;50
U00087340;2020;3;1;4;2;1;0;0;11
U00087408;2610;9;7;14;4;1;2;0;37
U00087448;1790;7;8;15;1;3;2;1;37
U00087557;1200;4;2;5;2;0;0;0;13
U00087623;2530;9;2;11;3;1;0;0;26
U00087650;3690;3;1;5;2;0;1;0;12
U00087786;9400;3;4;6;1;0;1;0;15
U00087816;990;5;2;5;2;0;0;0;14
U00087840;1460;9;0;36;0;10;7;2;64
U00087905;4540;4;4;8;0;1;1;0;18
U00088160;2040;9;6;18;1;4;3;0;41
U00088253;1990;5;1;18;1;4;4;0;33
U00088341;1920;4;4;8;1;1;1;0;19
U00088472;1310;11;10;23;2;2;3;0;51
U00088497;1520;6;5;12;1;1;2;0;27
U00088537;1710;6;2;11;3;1;1;0;24
U00088792;8670;12;7;54;1;3;3;1;81
U00088798;16040;6;2;8;4;1;0;0;21
U00088867;1770;6;6;12;1;1;2;1;29
U00089032;6100;6;6;12;1;1;2;0;28
U00089152;920;5;3;7;4;1;0;0;20
U00089174;1330;3;0;5;3;0;1;0;12
U00089573;1250;5;1;6;2;1;0;0;15
U00089740;1440;6;3;8;3;0;0;0;20
U00089900;1510;9;8;42;0;2;3;1;65
U00089907;6250;7;5;21;1;1;4;0;39
U00090090;30850;4;7;14;2;1;1;0;29
U00090093;3700;17;8;57;3;1;3;0;89
U00090231;14380;6;3;24;1;6;4;1;45
U00090366;3140;7;9;20;2;2;2;0;42
U00090404;2940;5;6;14;1;0;2;0;28
U00090443;1800;4;1;4;2;1;0;0;12
U00090485;2150;4;2;6;3;0;0;0;15
U00090499;8230;5;1;23;0;6;5;1;41
U00090823;1260;12;2;42;1;13;8;2;80
U00091314;6160;3;3;8;0;0;1;0;15
U00091496;30720;8;12;24;1;2;3;1;51
U00091858;6820;5;0;26;1;8;5;0;45
U00091867;7450;5;4;9;1;2;1;0;22
U00091902;5330;5;3;5;2;1;0;0;16
U00091929;2950;14;11;56;0;0;3;1;85
U00091933;1730;20;13;85;0;4;5;0;127
U00092213;1100;8;0;35;3;11;8;3;68
U00092342;960;3;5;12;2;1;3;1;27
U00092500;1590;4;2;8;2;1;2;0;19
U00092542;4720;7;7;14;1;1;1;1;32
U00092635;13140;7;5;14;6;2;0;0;34
U00092743;1430;2;2;6;1;0;0;0;11
U00092759;1170;14;9;64;1;1;2;2;93
U00092863;8390;6;5;7;3;0;1;0;22
U00093076;1090;5;6;15;1;2;2;0;31
U00093158;1300;4;2;7;2;0;0;0;15
U00093168;1140;14;8;60;0;2;5;0;89
U00093175;980;8;3;14;5;0;2;0;32
U00093311;1250;5;3;9;0;1;2;0;20
U00093372;2900;3;2;6;2;0;1;0;14
U00093374;2010;4;6;12;2;1;2;1;28
U00093581;3760;3;3;8;1;1;1;0;17
U00093623;1040;5;4;10;1;1;1;0;22
U00093971;1240;8;5;45;0;1;4;0;63
U00093983;7290;2;3;8;1;1;1;0;16
U00094254;2820;6;6;15;0;2;2;0;31
U00094400;11680;5;6;13;1;1;2;0;28
U00094439;28890;8;7;17;0;2;3;0;37
U00094452;18810;7;1;29;0;8;5;0;50
U00094497;1660;3;6;13;1;1;1;0;25
U00094514;38630;6;8;17;0;0;2;0;33
U00094586;1000;3;3;7;1;1;1;0;16
U00094773;6110;5;4;10;1;1;1;0;22
U00094866;4430;4;7;14;2;2;3;1;33
U00095022;1070;3;2;6;2;1;0;0;14
U00095259;1280;4;3;10;1;0;1;0;19
U00095290;1240;7;4;9;3;1;0;0;24
U00095447;15140;4;0;16;0;5;3;0;28
U00095456;5200;8;5;37;0;1;2;1;54
U00095517;890;2;3;6;3;1;0;0;15
U00095535;2480;4;1;16;0;5;3;0;29
U00095554;4640;3;2;9;4;0;1;0;19
U00095567;2110;4;5;11;1;1;2;0;24
U00095681;16650;5;6;10;1;2;1;0;25
U00095711;2180;13;5;57;1;2;4;2;84
U00095739;4400;21;11;86;1;3;7;0;129
U00095797;1320;3;4;10;1;1;1;0;20
U00096080;18270;5;4;10;0;1;2;0;22
U00096088;1350;13;8;64;1;2;5;1;94
U00096165;5490;9;1;46;1;13;9;0;79
U00096194;1180;4;4;8;1;1;1;0;19
U00096216;21950;3;1;6;2;0;0;0;12
U00096285;2700;6;5;13;1;1;2;0;28
U00096290;1390;3;4;8;1;1;1;0;18
U00096321;980;5;0;23;0;7;4;1;40
U00096431;1380;5;4;17;1;1;2;0;30
U00096462;4770;5;1;6;2;0;1;0;15
U00096643;12030;9;6;38;2;1;3;1;60
U00096790;2090;4;2;17;0;5;4;0;32
U00096861;4930;17;10;55;1;2;2;0;87
U00096944;3080;5;5;9;1;1;1;0;22
U00097028;1660;4;6;13;1;1;2;0;27
U00097217;12740;5;1;18;1;5;4;0;34
U00097415;1060;5;2;9;3;0;1;0;20
U00097553;2350;17;11;70;0;4;4;1;107
U00097774;1180;7;12;22;1;1;4;0;47
U00097862;10300;5;3;8;1;0;1;0;18
U00097899;1020;5;2;11;4;1;0;0;23
U00098055;10760;4;2;6;3;0;0;0;15
U00098082;910;5;0;17;0;5;3;1;31
U00098185;1100;5;3;7;2;0;1;0;18
U00098257;16590;4;5;12;1;1;1;0;24
U00098325;3140;4;2;6;3;0;0;0;15
U00098353;10990;6;4;13;0;1;2;0;26
U00098457;3780;3;4;12;1;1;2;1;24
U00098496;1310;7;6;14;1;2;3;0;33
U00098516;8280;7;1;21;0;7;4;1;41
U00098529;7730;5;2;7;2;1;0;0;17
U00098609;2730;8;8;19;1;1;3;0;40
U00098752;2600;6;0;27;1;7;4;1;46
U00098767;4770;5;5;11;1;2;1;1;26
U00098929;2030;4;3;9;4;0;0;0;20
U00098998;3470;6;4;32;0;2;3;1;48
U00099095;28460;7;0;24;0;8;5;1;45
U00099168;7050;4;4;9;1;1;2;0;21
U00099248;1020;4;1;7;2;0;0;0;14
U00099328;920;10;4;49;1;1;3;1;69
U00099436;5210;10;9;18;2;2;2;1;44
U00099576;1090;11;5;42;0;2;2;1;63
U00099580;5590;6;1;7;3;0;1;0;18
U00099602;1530;4;4;9;3;0;0;1;21
U00099606;3840;6;3;7;2;0;1;0;19
U00099645;2460;11;0;41;0;12;8;3;75
U00099652;1110;6;0;22;1;8;5;1;43
U00099734;3490;4;4;9;1;1;1;0;20
U00099748;1630;3;1;5;2;1;0;0;12
U00099838;1170;7;8;15;1;2;3;0;36
U00100174;21820;6;4;11;1;1;2;0;25
U00100516;2740;6;9;13;1;1;2;1;33
U00100840;1390;5;3;7;2;0;0;0;17
U00101075;6500;9;5;13;4;1;0;1;33
U00101108;920;3;1;6;2;0;0;0;12
U00101116;2730;13;2;41;1;12;7;2;78
U00101173;1340;3;3;8;1;1;1;0;17
U00101261;6710;14;10;30;1;2;5;2;64
U00101338;22260;4;4;8;1;1;1;0;19
U00101532;2310;3;2;4;2;0;0;0;11
U00101612;26360;11;2;35;0;12;8;3;71
U00101655;4880;6;0;8;5;1;0;0;20
U00101758;2080;4;1;8;3;1;0;1;18
U00101914;1760;10;1;45;2;13;9;1;81
U00101916;1400;7;2;8;3;0;0;0;20
U00102213;1260;3;2;7;2;0;0;1;15
U00102600;11540;21;11;77;1;3;7;2;122
U00102623;2230;8;1;26;0;8;5;1;49
U00102653;1040;21;15;87;2;3;5;2;135
U00102672;3570;2;0;19;0;6;3;1;31
U00102699;5550;10;3;31;0;10;7;1;62
U00102982;2940;6;5;14;1;0;2;0;28
U00103060;2260;11;9;19;1;1;4;0;45
U00103075;3700;4;4;7;0;1;1;0;17
U00103310;2900;5;0;20;1;6;4;1;37
U00103439;108340;5;0;19;1;6;3;1;35
U00103586;2640;17;5;66;3;3;2;1;97
U00103680;2350;6;5;11;1;1;1;1;26
U00103690;3660;4;3;7;1;0;1;0;16
U00103731;8060;13;9;52;2;1;2;1;80
U00103791;2090;7;8;18;2;0;3;1;39
U00103833;4150;6;1;26;0;10;5;1;49
U00104051;8790;10;11;25;3;1;4;2;56
U00104190;4460;6;2;10;3;1;0;0;22
U00104208;3810;4;2;8;2;1;0;0;17
U00104216;6430;4;1;6;1;0;0;0;12
U00104347;4580;7;6;12;1;1;2;0;29
U00104421;8080;7;6;33;1;1;3;1;52
U00104769;7110;6;2;25;1;7;4;2;47
U00104809;4440;5;1;8;3;0;0;0;17
U00104892;2950;11;0;44;0;15;10;1;81
U00104980;1280;7;3;9;3;1;0;0;23
U00105038;1010;4;3;7;1;0;1;0;16
U00105092;6680;3;0;19;1;6;3;0;32
U00105094;1030;7;1;27;1;8;4;1;49
U00105241;24500;5;2;9;3;1;2;1;23
U00105293;2270;4;2;6;2;0;1;0;15
U00105308;24960;3;2;5;2;0;0;0;12
U00105327;1800;3;2;5;2;1;0;0;13
U00105668;2270;6;1;23;1;7;5;1;44
U00105695;910;5;6;13;1;1;2;0;28
U00105812;960;4;1;7;2;0;1;0;15
U00105823;6090;4;3;8;0;0;1;0;16
U00105825;1360;5;5;11;1;0;2;0;24
U00105855;1030;4;4;8;1;0;1;0;18
U00105895;2350;5;4;9;1;1;1;0;21
U00105959;6420;5;4;13;0;0;2;0;24
U00105972;14910;5;5;11;1;1;1;1;25
U00106036;12160;5;4;10;1;0;2;0;22
U00106122;11540;8;7;16;2;1;3;0;37
U00106284;6090;10;5;46;1;1;3;1;67
U00106370;23330;3;3;7;1;1;1;1;17
U00106419;68170;5;5;13;1;1;2;0;27
U00106640;910;3;5;8;1;1;1;0;19
U00107048;12350;6;1;27;0;8;6;1;49
U00107081;2870;5;4;8;4;1;1;2;25
U00107115;5050;3;1;5;2;0;0;0;11
U00107211;1440;10;9;45;1;2;3;0;70
U00107311;6270;4;2;8;1;0;2;0;17
U00107342;1140;12;11;65;0;3;5;1;97
U00107436;2190;5;2;7;2;1;0;0;17
U00107449;1660;7;0;18;1;6;3;1;36
U00107499;1710;5;5;10;1;0;1;0;22
U00107523;1530;8;6;15;1;1;3;2;36
U00107580;2870;10;5;42;0;1;2;0;60
U00107661;13380;4;0;18;0;5;3;1;31
U00107817;1770;4;4;8;3;1;1;0;21
U00108006;18610;3;5;10;1;1;2;0;22
U00108009;1260;5;2;10;3;0;0;0;20
U00108053;5770;6;2;10;4;0;0;2;24
U00108159;1010;4;1;6;2;0;1;0;14
U00108246;3870;6;6;14;2;1;3;0;32
U00108475;2240;5;5;12;2;1;1;0;26
U00108500;4940;16;11;76;3;3;3;0;112
U00108537;2390;5;3;10;1;1;1;0;21
U00108568;3440;5;2;18;1;6;4;1;37
U00108605;10570;3;4;8;1;1;1;1;19
U00108628;980;18;13;85;3;5;4;0;128
U00108821;1210;4;3;6;3;0;1;1;18
U00108959;177840;7;7;18;2;1;1;1;37
U00108960;1240;10;13;24;2;2;3;0;54
U00109093;3420;4;4;9;1;0;1;1;20
U00109094;15160;6;5;30;0;2;1;1;45
U00109372;4000;3;3;7;1;0;1;0;15
U00109674;4590;3;3;7;1;0;1;0;15
U00109700;1930;10;9;18;1;1;4;0;43
U00109703;2480;4;4;9;1;1;1;0;20
U00109803;3680;4;5;10;1;1;2;0;23
U00109951;6360;7;3;15;5;0;0;0;30
U00109954;1790;7;1;30;1;8;6;1;54
U00109961;54140;7;1;25;0;8;6;0;47
U00110242;10720;12;10;24;2;2;4;0;54
U00110379;1120;4;2;7;3;0;0;1;17
U00110390;5440;8;6;33;1;1;2;1;52
U00110413;2130;4;1;23;0;8;4;0;40
U00110428;1630;11;6;38;1;2;2;1;61
U00110747;2970;3;1;6;2;1;1;0;14
U00110836;2700;6;7;16;2;1;2;0;34
U00111043;1920;3;2;5;2;1;0;0;13
U00111081;32450;7;6;12;0;2;2;1;30
U00111639;8370;4;4;8;1;1;1;0;19
U00111802;12410;11;0;40;2;10;7;0;70
U00111902;11840;6;5;16;1;1;3;0;32
U00111912;1110;4;2;5;3;1;0;0;15
U00111934;2180;4;4;6;0;0;1;0;15
U00112102;1170;3;1;6;2;1;1;1;15
U00112123;25300;3;4;8;1;1;1;0;18
